cohort,seed,replicate_index,leg,direction,state,n,mean,sd,min,p01,p05,p50,p95,p99,max,frac_gt_120,frac_gt_150,frac_gt_180,frac_lt_0
w23a_gateA,s23,2,free,dplus,7,800,63.76409547697292,20.248232886513865,15.1849166841,21.715371476528,29.20332082602,64.39419048010001,94.96890591390499,123.50410532223799,128.7967078368,0.01125,0.0,0.0,0.0
w23a_gateA,s23,2,free,dplus,8,800,49.82124916512124,20.859853707985646,3.0699633276,14.808523495401,19.75070814789,48.4723005422,87.23626510593498,102.36695281279285,127.6524490416,0.00875,0.0,0.0,0.0
w23a_gateA,s23,2,free,dplus,9,800,35.72984060003878,17.37187111579943,3.1334492262,9.003463949355,13.099340726945,32.69850546725,64.74125061619496,89.84402191569998,126.670170984,0.0075,0.0,0.0,0.0
w23a_gateA,s23,2,free,dplus,10,800,23.131039069235115,12.389949311792492,-0.8123627584,4.899416863346,9.265218410185001,21.428007924550002,41.32671757367,66.07533792239998,123.4648256359,0.005,0.0,0.0,0.0025
w23a_gateA,s23,2,free,dplus,11,800,13.460639412356864,10.153070028436794,-1.7675687888,0.995665453619,3.7239030943950002,12.0550268695,25.551825499705,31.75776115115899,126.4595354811,0.005,0.0,0.0,0.005
w23a_gateA,s23,2,free,dplus,12,800,8.117357630063754,7.92774050590047,-5.9922986003,-3.618786084249,-0.8934648269499992,7.5432684408,16.630323712774995,23.388943790737002,126.415700517,0.0025,0.0,0.0,0.06125
w23a_gateA,s23,2,free,dplus,13,800,3.7866407550283743,6.346470572827781,-13.1412309169,-7.322835831071001,-4.019789394915,3.7529035462499998,11.286071427194985,14.537910184303996,125.2395634963,0.00125,0.0,0.0,0.2025
w23a_gateA,s23,2,free,dplus,14,800,0.16583681793749985,6.448170014564515,-16.5170702378,-11.144963514303,-8.461485766080001,0.16227415825000002,7.304618645769992,11.326016194487998,122.7412634373,0.00125,0.0,0.0,0.485
w23a_gateA,s23,2,free,dminus,0,800,-0.08951715939874941,4.470519871684771,-12.7261218332,-10.681153510758,-7.62334936665,-0.1409760397,7.555218727634997,9.903471091556998,14.6379343182,0.0,0.0,0.0,0.515
w23a_gateA,s23,2,free,dminus,1,800,3.955172799514997,4.5479629084192945,-9.438042431,-7.228167152777,-3.1065085650349995,3.94213587105,11.794898067799993,14.685786814317998,21.1130291736,0.0,0.0,0.0,0.18875
w23a_gateA,s23,2,free,dminus,2,800,7.560378415634372,5.107022479197887,-7.9045778935,-4.206331738077,-0.6002801782249999,7.4796658401,16.543567431349995,20.324384933637994,26.0319025977,0.0,0.0,0.0,0.06
w23a_gateA,s23,2,free,dminus,3,800,12.751255801256498,5.891154803650482,-3.4755028457,1.806476075148,3.9271863423350006,12.1842743562,23.06676102417499,28.800486460699997,36.948676319,0.0,0.0,0.0,0.00125
w23a_gateA,s23,2,free,dminus,4,800,22.15320040117521,9.657937501332665,2.030265035,6.206516827474999,9.476338198745001,20.614828252,41.92267394200998,52.06226122766799,66.6613606148,0.0,0.0,0.0,0.0
w23a_gateA,s23,2,free,dminus,5,800,34.78601065466102,15.975969648656953,6.0746902262,9.078132235544,12.707799616125001,31.84267120655,63.799080201359985,81.19165249130799,95.9673383724,0.0,0.0,0.0,0.0
w23a_gateA,s23,2,free,dminus,6,800,48.44123484870754,19.1874238856349,4.8167591569,12.508240329585,18.961119788575,47.2932600382,81.00871273933998,92.55903955176,105.9754141943,0.0,0.0,0.0,0.0
w23a_gateA,s23,2,free,dminus,7,800,62.8023718485724,19.87936838524129,14.0690119727,19.064018293324,28.429738148665,64.24061062230001,92.34749263379499,101.580713861002,109.7132723694,0.0,0.0,0.0,0.0
w23a_gateA,s23,2,free,dminus,8,800,66.2743157108976,19.87004954728275,12.0185574883,19.028954004465,31.102109365665,68.41212431285,96.156856617075,108.781350149923,116.6906097225,0.0,0.0,0.0,0.0
w23a_gateA,s23,2,free,dminus,9,800,69.67927899137914,23.12676285166091,12.8340712013,21.533721281952,31.41347618904,71.82215732555,107.68383084313999,117.43378962047598,128.6680220321,0.005,0.0,0.0,0.0
w23a_gateA,s23,2,free,dminus,10,800,79.61746805318336,27.14040243932382,7.6920635158,21.779086111174,35.216806677985,79.56842892945,125.64741701861499,132.74085930381,141.1262387777,0.075,0.0,0.0,0.0
w23a_gateA,s23,2,free,dminus,11,800,97.58537603712323,34.4302762115097,13.8224206053,20.468933222207,36.554830343265,102.94746361879999,142.64303573000998,154.16519411123102,167.1049588773,0.32875,0.025,0.0,0.0
w23a_gateA,s23,2,free,dminus,12,800,132.04091815394406,30.86342009766306,16.3541542185,32.616575981433,63.828127334040005,138.65904544525,168.87797278391,185.414129905063,192.4996089639,0.78125,0.28125,0.0175,0.0
w23a_gateA,s23,2,free,dminus,13,800,156.28295322192002,26.241897636330158,19.8849738214,42.783514719425,109.89649151139001,159.04566039550002,186.70362446165998,194.337462108662,199.3336980803,0.9325,0.76375,0.10625,0.0
w23a_gateA,s23,2,free,dminus,14,800,170.73755716802435,19.948079498547184,14.8783404786,64.758661390476,148.60612539132,173.14078644215,191.74094107664502,195.743485765825,199.727339484,0.98375,0.93375,0.335,0.0
w23a_gateA,s42,3,free,dplus,0,800,172.6306478291882,13.489036174725673,34.2432901007,143.48468034606898,152.021883368695,173.48156572275,192.66217374003998,196.11292288784398,199.5791634758,0.99875,0.96625,0.31,0.0
w23a_gateA,s42,3,free,dplus,1,800,158.96169004892027,18.283575473448515,38.854303597,89.210871446634,132.47438996545998,159.91400828849999,183.95483244012001,193.773786329055,197.6870022737,0.96875,0.75375,0.0875,0.0
w23a_gateA,s42,3,free,dplus,2,800,127.53420706961238,31.790376873478685,19.4445403994,34.13743670081001,59.899791476815004,134.2447889965,166.91666318267,179.69365578350298,189.7190642188,0.72625,0.2275,0.01,0.0
w23a_gateA,s42,3,free,dplus,3,800,93.69792219882207,34.54887279581465,11.6439440054,22.224411681737,34.825755715564995,97.06042783895,141.033672843615,151.07895193817598,167.0174223527,0.29,0.015,0.0,0.0
w23a_gateA,s42,3,free,dplus,4,800,78.51841444997658,26.652438842463017,13.826855282,22.151681816194003,33.25355194271,78.19280387335,121.63493056333496,134.667818992333,146.0999847198,0.0575,0.0,0.0,0.0
w23a_gateA,s42,3,free,dplus,5,800,69.78506541226301,22.139403994757856,10.6759007529,21.539858641179002,31.805355735810004,70.0435018448,107.576923867395,116.18032031295797,130.2593662497,0.00875,0.0,0.0,0.0
w23a_gateA,s42,3,free,dplus,6,800,65.58715695298375,20.12640912628254,0.9292981821,21.163151524003,30.72318374309,66.7630080739,95.2338836845,107.09205570286,132.5252367805,0.0025,0.0,0.0,0.0
w23a_gateA,s42,3,free,dplus,7,800,62.2889212534611,19.917960072793218,9.4701354864,17.877690915141002,29.818153746065,63.26264769805,93.66558359409999,103.568281556426,107.4877397767,0.0,0.0,0.0,0.0
w23a_gateA,s42,3,free,dplus,8,800,46.56647846752227,18.708879186347,0.6058001837,12.178431086087002,18.40298654477,44.817076586400006,79.19418305781,89.61755697857099,110.2701810283,0.0,0.0,0.0,0.0
w23a_gateA,s42,3,free,dplus,9,800,36.03600391716961,16.0594267423502,4.2324321448,9.375948787419,14.47641288802,33.58742475055,65.00060918456997,82.897751992347,101.8465310158,0.0,0.0,0.0,0.0
w23a_gateA,s42,3,free,dplus,10,800,22.809841090361125,10.073295943289766,2.7142555718,5.335909258151,9.582000207295001,21.211759082199997,42.17181524858499,52.485164839281,67.8600070581,0.0,0.0,0.0,0.0
w23a_gateA,s42,3,free,dplus,11,800,12.963296514625995,5.707589324586541,-3.1853816249,0.532947780983,3.8526662676950005,12.703073184299999,22.472286771420002,28.289295437236,34.2788842167,0.0,0.0,0.0,0.0075
w23a_gateA,s42,3,free,dplus,12,800,7.51362175148299,4.952970056920471,-8.0494050998,-3.3602642693499996,-0.78699757451,7.518877718700001,15.265907885729998,19.676654881315,28.588377039,0.0,0.0,0.0,0.065
w23a_gateA,s42,3,free,dplus,13,800,3.5748765117575005,4.763641408807661,-12.5141909656,-6.922393857164,-3.680227363565,3.3644608740499997,11.622785929269998,16.344534471022996,21.6000267014,0.0,0.0,0.0,0.22375
w23a_gateA,s42,3,free,dplus,14,800,0.21159957973399834,4.529252780945547,-12.6172388489,-9.535271551567,-7.119628439445,0.13064791095,7.964475205034993,10.492768442612,14.3015990978,0.0,0.0,0.0,0.49
w23a_gateA,s42,3,free,dminus,0,800,-0.06469930791112584,4.884798705348802,-15.1489724621,-11.099288677824001,-7.92687964938,-0.11816079485,8.007316516385,11.517785621175,13.9359716704,0.0,0.0,0.0,0.50875
w23a_gateA,s42,3,free,dminus,1,800,4.019205593015499,4.734348998275075,-13.231441578,-6.50247898427,-3.790417410465,4.10289290305,11.231659110614997,14.713258469775992,19.0028232553,0.0,0.0,0.0,0.19875
w23a_gateA,s42,3,free,dminus,2,800,7.63169764560575,4.846185182634795,-7.2911920785,-3.304286978636,-0.5983604300250001,7.327136300499999,15.622053273984998,18.92916677554599,23.5545521257,0.0,0.0,0.0,0.065
w23a_gateA,s42,3,free,dminus,3,800,13.102965783433879,6.323597594080352,-4.4744721334,0.581621859325,3.8334979609900004,12.611870556,24.647612416685,29.788837031669,34.3896344333,0.0,0.0,0.0,0.0075
w23a_gateA,s42,3,free,dminus,4,800,22.506486152371625,9.458219073048907,3.4934749567,5.76290560953,9.526706790395,21.1353776104,41.046930316735,48.86386149242799,61.7882343825,0.0,0.0,0.0,0.0
w23a_gateA,s42,3,free,dminus,5,800,36.07600808371554,15.379337897745566,5.0644008425,11.197534273056,15.472021157645,34.3380521406,64.247513546805,80.32656492740898,94.410883537,0.0,0.0,0.0,0.0
w23a_gateA,s42,3,free,dminus,6,800,49.355589720896035,19.254422447986144,6.216366478,14.199845439841,18.927497936735,49.145729546300004,81.60533430929998,93.072262357328,103.8604235697,0.0,0.0,0.0,0.0
w23a_gateA,s42,3,free,dminus,7,800,63.80983085403978,19.128923682393882,15.4392103848,20.473619975292,31.17706123779,64.40755286135,93.425562550415,103.255039772403,119.4620410494,0.0,0.0,0.0,0.0
w23a_gateA,s42,3,free,dminus,8,800,66.60018665315833,19.504570298609295,12.7628829693,22.472291439471,32.7062253059,68.12573755675,96.57247335455996,105.668353807051,123.970923678,0.00125,0.0,0.0,0.0
w23a_gateA,s42,3,free,dminus,9,800,70.68075348873866,23.55772702789341,8.1623726548,17.909839987563,30.290966143345003,71.26974831575001,109.83783615070998,119.93483179947098,127.243018495,0.01,0.0,0.0,0.0
w23a_gateA,s42,3,free,dminus,10,800,87.1460906562307,30.232293997545476,10.7806991665,20.342592782728,36.816838047450005,85.90995832339999,131.84268831871998,138.55202591424998,163.8875293581,0.19125,0.00125,0.0,0.0
w23a_gateA,s42,3,free,dminus,11,800,111.14368542566768,33.285239747126234,16.7805833981,27.583626333216,45.575406309745,124.65267997629999,148.73499110673498,157.607496319465,186.1416694152,0.57625,0.03875,0.00125,0.0
w23a_gateA,s42,3,free,dminus,12,800,136.92015099851636,25.282851674852793,15.2703425624,41.354046852573006,78.20785843387,141.5290230119,166.074387790485,182.134422156932,197.509086911,0.88875,0.26375,0.015,0.0
w23a_gateA,s42,3,free,dminus,13,800,155.60455692883158,19.23831441736746,35.1228732224,97.185474052936,127.838397305535,156.06625828455,184.232232476005,192.894264015982,199.1378141957,0.97375,0.64625,0.0875,0.0
w23a_gateA,s42,3,free,dminus,14,800,170.95888884091374,17.37073500587937,17.7851543828,118.685520268275,148.146090838655,172.9337714573,193.00275301329,196.270109909158,198.9059990852,0.98875,0.94,0.28125,0.0
w23a_gateA,s101,4,free,dplus,0,800,173.66548979863714,16.28628767189105,15.33896335,133.376775901152,151.973552418775,175.33897617765,193.12228978517498,197.543862895315,199.6852286966,0.99375,0.96375,0.3675,0.0
w23a_gateA,s101,4,free,dplus,1,800,157.13119097554582,24.261250504051294,12.6554004093,44.351859156541,125.69724707091,159.82659653045,185.51480749815,192.015719558571,195.1949168092,0.96,0.73125,0.125,0.0
w23a_gateA,s101,4,free,dplus,2,800,132.92969661428518,33.90979491668518,11.200943139,26.805052310481,52.518668822094995,142.1522698897,169.84782923676002,182.167939991147,196.5675224111,0.795,0.335,0.01625,0.0
w23a_gateA,s101,4,free,dplus,3,800,109.22046535508187,36.319708106459714,16.8341496251,26.261989965454,41.205405824305,122.10160123150001,152.86801123072993,164.046473272493,183.0210325641,0.52375,0.0725,0.00125,0.0
w23a_gateA,s101,4,free,dplus,4,800,83.34241927676644,30.1939437673048,11.8998715344,18.887772569209,34.638653202644996,81.87125153115,130.15281299910498,142.83319542549899,153.3357433377,0.14625,0.0025,0.0,0.0
w23a_gateA,s101,4,free,dplus,5,800,70.18416775524379,21.973862644629172,9.7190608942,22.731989610726,33.299281629085,70.04396865289999,107.51021118744997,117.071501243835,138.3918876868,0.00625,0.0,0.0,0.0
w23a_gateA,s101,4,free,dplus,6,800,66.39196656625789,20.391273025603827,7.365764669,16.984979983229998,31.06261740225,67.8839309722,97.903232319205,108.38032979761797,123.4686596412,0.00125,0.0,0.0,0.0
w23a_gateA,s101,4,free,dplus,7,800,64.76727286845615,19.646713488969,9.3557675072,19.42382112288,29.529094513689998,66.59472376165,93.04829409657499,100.735014117364,113.6705692414,0.0,0.0,0.0,0.0
w23a_gateA,s101,4,free,dplus,8,800,48.40839523373318,18.86070113101817,4.8950662121,12.871477699677001,20.405704067945003,46.6889769808,80.59314851781,91.516107446183,102.1472652709,0.0,0.0,0.0,0.0
w23a_gateA,s101,4,free,dplus,9,800,35.14263029080365,15.498613999088798,3.4276550176,8.316966653077001,13.786931521120001,32.6411464246,64.24263540239498,76.681090258251,90.7506413943,0.0,0.0,0.0,0.0
w23a_gateA,s101,4,free,dplus,10,800,22.52468977102062,9.797182041786447,3.8977307526,5.8770005060659996,9.225271308855,21.004379593400003,41.77247260770499,51.14889403831899,64.5253635501,0.0,0.0,0.0,0.0
w23a_gateA,s101,4,free,dplus,11,800,12.910188343054008,6.056776072772635,-2.1714744787,0.11389650306400002,4.282468135675001,12.4046077692,23.641145024234987,30.123895532112,36.2735551356,0.0,0.0,0.0,0.01
w23a_gateA,s101,4,free,dplus,12,800,8.091137596115253,5.481219810462877,-6.1764543872,-4.382097816808,-0.3944995070649999,7.9233085675999995,17.62723904496499,22.053827172669,27.9237590374,0.0,0.0,0.0,0.065
w23a_gateA,s101,4,free,dplus,13,800,3.5967343623951233,4.664632712860811,-11.2774996639,-6.076747682785999,-3.7952955549,3.42141145955,11.580860728754999,14.989149046226999,17.3343344811,0.0,0.0,0.0,0.21625
w23a_gateA,s101,4,free,dplus,14,800,0.14702383008574674,4.658662716089127,-14.0474220991,-10.852455737276,-7.560143552829999,0.1511874664,8.048494824039999,10.327060911015998,13.874353004,0.0,0.0,0.0,0.49
w23a_gateA,s101,4,free,dminus,0,800,0.07436150574687446,4.58341728443598,-12.629959369,-10.544901568839999,-7.537480020565001,0.1470445447,7.339465868819996,10.922223705620995,15.1661276589,0.0,0.0,0.0,0.4825
w23a_gateA,s101,4,free,dminus,1,800,4.187630531208873,4.912893815554434,-11.0116524633,-6.160937686733,-3.99414412609,4.2181361474,12.40376167957,15.994657148167999,22.2246159103,0.0,0.0,0.0,0.19125
w23a_gateA,s101,4,free,dminus,2,800,8.454105968000132,5.112067222521919,-6.6224895062,-2.79840006195,0.831431868395,8.10384659195,17.385251572214997,21.583039555491997,28.8148956591,0.0,0.0,0.0,0.03625
w23a_gateA,s101,4,free,dminus,3,800,13.386827837214113,6.246348372663632,-1.690895562,1.683865432296,4.49297523866,12.528895420049999,23.91349836239999,31.05518815170399,46.5381979714,0.0,0.0,0.0,0.00375
w23a_gateA,s101,4,free,dminus,4,800,22.888016272229105,9.56531834653709,-0.3293330993,5.070847462010999,9.50972664657,21.8271871826,40.71390943367499,49.21077458399799,69.8379895883,0.0,0.0,0.0,0.00125
w23a_gateA,s101,4,free,dminus,5,800,34.651470877244755,15.205191045098946,4.6058786075,8.479866334193,13.570379253550001,32.7166526313,63.843170224365004,75.676340719528,88.5469571582,0.0,0.0,0.0,0.0
w23a_gateA,s101,4,free,dminus,6,800,47.787492303373355,18.818786547603402,5.883298914,14.072372990867,19.81481256724,46.01653994385,80.81578679565999,90.305997363472,100.2590083606,0.0,0.0,0.0,0.0
w23a_gateA,s101,4,free,dminus,7,800,61.47141369500819,19.71429968645826,8.8103022676,17.149718888188,27.07191015064,63.715218130050005,90.69881402738999,98.29157229367,106.9367599191,0.0,0.0,0.0,0.0
w23a_gateA,s101,4,free,dminus,8,800,64.28031202746985,20.154421367112395,7.8106327677,17.282259705886,29.872606908365004,65.3906506744,95.14657890359999,105.515330753385,120.5207449934,0.00125,0.0,0.0,0.0
w23a_gateA,s101,4,free,dminus,9,800,67.24021935110152,22.746141716059554,10.8347322015,17.795226934046,26.76803559688,68.57031390045,102.740709176975,113.881848763902,123.3517166191,0.00375,0.0,0.0,0.0
w23a_gateA,s101,4,free,dminus,10,800,77.52836228783595,27.66933700800279,10.6502263086,20.421918646580004,31.285103967475,78.20558274455,122.738992050665,133.27845581572097,138.6994248831,0.06625,0.0,0.0,0.0
w23a_gateA,s101,4,free,dminus,11,800,92.15222785363423,34.11037432501599,14.1385663764,22.042663457506997,35.42734295647,91.76612401784999,140.99578268048,150.831291774585,162.523190152,0.27375,0.01125,0.0,0.0
w23a_gateA,s101,4,free,dminus,12,800,132.25760844629494,31.88473015137231,6.9794809841,23.604574112323,54.325122723885,140.0529592149,164.50655589002,178.572299673703,195.8328622591,0.8075,0.2725,0.01,0.0
w23a_gateA,s101,4,free,dminus,13,800,151.45794521394714,29.405871377372467,12.0653549982,24.292098386341998,102.76938264041002,156.1425735463,185.15260470882998,192.853200349831,198.7507785353,0.9275,0.655,0.085,0.0
w23a_gateA,s101,4,free,dminus,14,800,169.51384794134287,19.400966382218083,11.4487015266,100.73878297697601,144.67658840541,171.87322896915,191.947717731565,196.35528107597798,198.6036138055,0.98625,0.9125,0.28375,0.0
w4a_c1_carved,s7,0,bound,dplus,0,400,172.57380222054005,15.59953558108632,55.2962177342,135.026879265024,146.91661460260502,175.25843277515,191.80408559930999,196.118218903952,198.1313929141,0.995,0.935,0.33,0.0
w4a_c1_carved,s7,0,bound,dplus,1,400,133.22340530679097,28.00057861856734,18.7264728728,40.234393672329,68.22521435825,138.90416398565,165.81910359856,178.30843093634198,194.4264938057,0.82,0.2475,0.0075,0.0
w4a_c1_carved,s7,0,bound,dplus,2,400,76.29059829557674,25.320123917388887,14.713790631,19.620783789462,33.563640878955,76.2470311006,119.57604314446499,127.89523283836799,132.9116117922,0.0475,0.0,0.0,0.0
w4a_c1_carved,s7,0,bound,dplus,3,400,67.59473341678623,22.288087337820933,12.6364946821,20.632870384190998,29.511139907975007,68.115234375,103.57491854459998,112.49976595955098,123.7563985571,0.005,0.0,0.0,0.0
w4a_c1_carved,s7,0,bound,dplus,4,400,62.27537230736173,21.62897970890991,10.396749522,14.257177641008001,25.257911463345003,63.9657773662,95.18604169155,102.447781524136,118.9289185747,0.0,0.0,0.0,0.0
w4a_c1_carved,s7,0,bound,dplus,5,400,60.34897990545451,19.83918915425304,11.4349306883,16.074377464761003,26.640783714765004,60.560412434300005,87.01311917424,100.13269812568196,113.1530079833,0.0,0.0,0.0,0.0
w4a_c1_carved,s7,0,bound,dplus,6,400,33.703592274886525,16.083430169583245,1.1520823375,4.380358956735,11.995240424864999,31.928272137900002,63.16380108749496,76.82911276593698,87.5405189412,0.0,0.0,0.0,0.0
w4a_c1_carved,s7,0,bound,dplus,7,400,21.928573229116253,9.960251625398083,1.8634978489,5.584443714145,7.9366709489,20.4060483389,38.93650849968996,53.01960407207999,64.7397451601,0.0,0.0,0.0,0.0
w4a_c1_carved,s7,0,bound,dplus,8,400,11.456343174893993,6.022216275644274,-6.1058496654,-0.22848388206499995,2.332406563685,11.10209652845,22.790924130584997,28.232804657632997,31.8176386233,0.0,0.0,0.0,0.0125
w4a_c1_carved,s7,0,bound,dplus,9,400,6.643271801804004,5.297604313078553,-9.6013085564,-4.295157146315,-1.6300471289749998,6.40273960325,16.063706232045,19.453871892896,27.3829618786,0.0,0.0,0.0,0.0975
w4a_c1_carved,s7,0,bound,dplus,10,400,2.316455731653249,4.679180419701387,-10.0783864125,-8.051524408437,-4.952646988564999,2.24488004895,10.279207247799995,12.9595258724,14.2628540272,0.0,0.0,0.0,0.325
w4a_c1_carved,s7,0,bound,dplus,11,400,-1.655667890328251,4.560423970421378,-15.845333413,-12.814245862199,-9.407256438195,-1.6515669813999998,5.7356708592349985,8.939794828551989,12.665436783,0.0,0.0,0.0,0.6525
w4a_c1_carved,s7,0,bound,dminus,0,400,0.907075783492498,4.728984929826717,-13.9986406549,-10.2848369533,-6.5360133096299995,1.0008365201,8.897688739855,11.052036030074998,14.0892014221,0.0,0.0,0.0,0.4175
w4a_c1_carved,s7,0,bound,dminus,1,400,4.815354064591248,4.58111258535286,-7.8012966061,-5.28347387368,-2.60212827142,4.7880504601,12.734057570480001,16.342792109866,20.7598888623,0.0,0.0,0.0,0.14
w4a_c1_carved,s7,0,bound,dminus,2,400,8.884431390415749,5.084811787908928,-8.6060737333,-2.4204932480489996,0.8833409267300008,8.83994458055,17.805273810984996,21.362239334336,24.4299339747,0.0,0.0,0.0,0.04
w4a_c1_carved,s7,0,bound,dminus,3,400,14.808984468362244,6.4576555538223115,0.5433646033,3.148853892804,6.03741560107,13.699416676599999,26.796884336189994,31.558560139818994,46.4408684871,0.0,0.0,0.0,0.0
w4a_c1_carved,s7,0,bound,dminus,4,400,24.855345512669743,11.067156155736132,2.9857044694,5.489494950992,10.704936215345,23.000567638600003,46.015559646889976,55.26937626973997,84.3998341898,0.0,0.0,0.0,0.0
w4a_c1_carved,s7,0,bound,dminus,5,400,41.53835902022502,16.649686429812988,8.7694565607,11.582404696499,17.78184004538,39.8677439352,73.33526903080497,83.161252315326,89.8941652725,0.0,0.0,0.0,0.0
w4a_c1_carved,s7,0,bound,dminus,6,400,64.76369037753523,19.214242263830602,11.1221692758,16.593822822015,30.2237691205,67.3067227832,90.795571671845,105.562851578306,107.1134588669,0.0,0.0,0.0,0.0
w4a_c1_carved,s7,0,bound,dminus,7,400,65.98690594966601,20.050740205555933,13.3227025574,19.689497938541,31.862172114025004,67.5083838731,96.67277874041498,109.446053347009,120.5937520176,0.0025,0.0,0.0,0.0
w4a_c1_carved,s7,0,bound,dminus,8,400,71.48249180997695,23.42894766344389,8.7965314293,22.177164869138,31.802327318354997,72.70675863405,109.399659096835,130.42912933509396,136.0142137948,0.02,0.0,0.0,0.0
w4a_c1_carved,s7,0,bound,dminus,9,400,96.15150321419779,33.27029576007805,17.5314441922,26.018360495353,38.412283027600004,96.55971782385001,140.31620786042998,149.608321248995,159.7811457938,0.32,0.01,0.0,0.0
w4a_c1_carved,s7,0,bound,dminus,10,400,150.29850042304278,27.31043626843313,6.1431943117,26.650577348254,125.80864454521999,152.81132644275,182.27616041318498,186.541657491326,194.0385979507,0.955,0.585,0.08,0.0
w4a_c1_carved,s7,0,bound,dminus,11,400,173.20995482526598,25.51329091252668,12.0567190488,20.133292378744997,154.10674157598004,177.3618669045,192.30283171696,196.064759425151,198.7616852253,0.975,0.9575,0.4125,0.0
w4a_c1_carved,s23,1,bound,dplus,0,400,169.11705648115904,14.276362806033315,130.6862335574,136.08852111363302,146.405433926805,168.70281693135001,191.14798459741002,194.06752187744,199.4208735191,1.0,0.9075,0.2775,0.0
w4a_c1_carved,s23,1,bound,dplus,1,400,146.7879590215452,14.079195168825745,53.6437171367,123.01610719273901,130.201672582765,147.06659295280002,166.73562223019496,180.19321593306498,195.1828374359,0.99,0.395,0.0125,0.0
w4a_c1_carved,s23,1,bound,dplus,2,400,134.29414603051305,12.803260386979932,25.0115768403,65.813198344862,125.94485460618499,134.8807913037,146.37470324018494,153.856707387733,157.4607675385,0.98,0.0225,0.0,0.0
w4a_c1_carved,s23,1,bound,dplus,3,400,73.44296920303151,23.986022382930827,11.0148034178,16.956896809285002,29.38902291463,75.19811334845,113.33806398306994,126.67020062054898,134.0055146476,0.0275,0.0,0.0,0.0
w4a_c1_carved,s23,1,bound,dplus,4,400,67.40673746040748,20.875197433941135,17.4100740918,22.436215344141,31.00641954466,67.62181823610001,99.615256781775,114.67332242569995,129.9606952899,0.0075,0.0,0.0,0.0
w4a_c1_carved,s23,1,bound,dplus,5,400,66.11416650123401,20.177669154634756,8.0384351099,17.55971408942,30.547920650075003,66.32595901055001,97.55607298641999,109.16689368240698,126.3033114285,0.0075,0.0,0.0,0.0
w4a_c1_carved,s23,1,bound,dplus,6,400,35.57766358386677,17.92654342563475,2.7466987333,8.064931136485,13.105916885785001,32.325525812600006,67.90703797206,93.00140789316596,125.9951188279,0.005,0.0,0.0,0.0
w4a_c1_carved,s23,1,bound,dplus,7,400,21.79945441352627,13.885818635935186,-4.2852981597,3.698725800676,7.5907661627500005,19.2091524259,41.310741067174966,73.44134649859,126.4194704558,0.0075,0.0,0.0,0.005
w4a_c1_carved,s23,1,bound,dplus,8,400,11.957952756255498,11.443741807734284,-5.9788778681,0.008439890072000657,2.3256378465350007,10.5171860062,23.043420620194986,32.72546830188898,124.19246312,0.005,0.0,0.0,0.01
w4a_c1_carved,s23,1,bound,dplus,9,400,4.574271032505502,5.186535552677117,-9.485540153,-5.608194909209999,-3.56473320983,4.4076018762,14.051576690939996,17.124873028227995,19.8673518164,0.0,0.0,0.0,0.185
w4a_c1_carved,s23,1,bound,dplus,10,400,-0.046512756936251315,5.009460874266455,-13.0258126195,-11.010546128066,-7.820062290845,-0.380915392,8.499828214624987,12.502390057327991,14.779143762,0.0,0.0,0.0,0.53
w4a_c1_carved,s23,1,bound,dplus,11,400,-4.108494599963509,5.15530439527999,-20.7524199331,-15.408718481161,-12.195641132904997,-4.163928059250001,4.956288091544983,8.932970094362,9.8123058078,0.0,0.0,0.0,0.7975
w4a_c1_carved,s23,1,bound,dminus,0,400,3.4378361018162473,4.9633508815013,-10.3706082696,-8.50124731119,-4.854243845559999,3.2340463671,11.711187709149993,14.642835803040995,20.8943295889,0.0,0.0,0.0,0.24
w4a_c1_carved,s23,1,bound,dminus,1,400,7.520073848144499,7.770626576488468,-8.9627151052,-4.677304911588,-1.3531832576599996,7.37089955785,15.32549593685999,20.36625761833399,122.6402586651,0.0025,0.0,0.0,0.0875
w4a_c1_carved,s23,1,bound,dminus,2,400,11.746389706320244,5.289329186452942,-4.8118576721,-0.676442250225,3.2378741933999997,11.59644628345,20.76119592492,23.948449450281,29.0896122132,0.0,0.0,0.0,0.02
w4a_c1_carved,s23,1,bound,dminus,3,400,17.773264275974004,8.432594441912308,1.6767746176,4.262405891445001,7.196033251695001,17.29523930445,29.095587356574985,34.87151574450699,121.8964578805,0.0025,0.0,0.0,0.0
w4a_c1_carved,s23,1,bound,dminus,4,400,29.028557441893255,12.261928991884224,3.9099844646,10.514254451438,12.53220975739,27.64530801865,48.701433287514995,66.34724545891999,125.9239029051,0.0025,0.0,0.0,0.0
w4a_c1_carved,s23,1,bound,dminus,5,400,44.65057298134772,17.132850168803355,8.2251583413,13.280615141037,19.69005810829,42.670926445999996,75.59648736256491,89.21073957337998,124.2633106078,0.0025,0.0,0.0,0.0
w4a_c1_carved,s23,1,bound,dminus,6,400,68.0246532533575,19.059973669392477,17.3409864962,23.322049026098,36.883906698105,70.12390953635,96.30829499282996,106.15924510939794,121.6452473906,0.0025,0.0,0.0,0.0
w4a_c1_carved,s23,1,bound,dminus,7,400,72.61462183057228,19.359496617236335,17.5463820507,27.065644419181,39.654506005034996,74.8209324211,100.76226483715996,119.33251566697601,123.2372619724,0.0075,0.0,0.0,0.0
