#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Time Remaining"
59.0%	2950000	-396711.3270984937	67636.74774673402	298.20308066242035	278.892012187601	9:56
60.0%	3000000	-391148.6605385372	68927.45113418213	303.8936518264816	278.892012187601	9:41
61.0%	3050000	-391492.6689947776	68348.4854373651	301.34105490039656	278.892012187601	9:26
62.0%	3100000	-398786.60162612447	67758.63925045254	298.74048707426533	278.892012187601	9:12
63.0%	3150000	-398108.06854898087	68018.3155066981	299.88537150716667	278.892012187601	8:57
64.0%	3200000	-399041.15844017686	67649.97519562069	298.2613990490772	278.892012187601	8:43
65.0%	3250000	-397380.1331410499	68609.62668091085	302.4923983033193	278.892012187601	8:28
66.0%	3300000	-398227.594678547	67801.71129069838	298.93038702539576	278.892012187601	8:14
67.0%	3350000	-398804.52605470037	67621.26498910283	298.134818864262	278.892012187601	7:59
68.0%	3400000	-397913.43523841584	68255.0627602763	300.92916445563515	278.892012187601	7:45
69.0%	3450000	-392110.7469593105	68898.98802543026	303.7681610689008	278.892012187601	7:30
70.0%	3500000	-399093.67891677655	68293.16292169587	301.0971439325845	278.892012187601	7:16
71.0%	3550000	-386765.8194516592	68406.52705558644	301.5969540962751	278.892012187601	7:01
72.0%	3600000	-387880.8347898999	68722.3657357826	302.9894525614515	278.892012187601	6:46
73.0%	3650000	-396075.7598754938	67496.72182714564	297.58572157900903	278.892012187601	6:32
74.0%	3700000	-398008.4302371512	68335.83944223501	301.28530008025115	278.892012187601	6:17
75.0%	3750000	-399335.96761489287	67448.62008628454	297.37364622370495	278.892012187601	6:03
76.0%	3800000	-399023.4723899851	68459.15176524289	301.8289707301511	278.892012187601	5:48
77.0%	3850000	-398756.5448542619	67425.72101262922	297.27268669303817	278.892012187601	5:34
78.0%	3900000	-389670.0249128465	68618.6150153443	302.53202689439405	278.892012187601	5:19
79.0%	3950000	-387720.7880564083	67881.96241921147	299.2842055419047	278.892012187601	5:05
80.0%	4000000	-398291.1969312781	68129.65309893855	300.37624686864854	278.892012187601	4:50
81.0%	4050000	-400084.42543138424	68404.10553525692	301.5862778759333	278.892012187601	4:36
82.0%	4100000	-399542.4808627162	68613.05292733539	302.5075042519781	278.892012187601	4:21
83.0%	4150000	-379140.08816352836	69906.00969749727	308.20801033588015	278.892012187601	4:07
84.0%	4200000	-396157.0217713162	68109.7707646463	300.28858781444757	278.892012187601	3:52
85.0%	4250000	-397729.1342105111	68247.2904231696	300.89489706481027	278.892012187601	3:38
86.0%	4300000	-397313.8238109206	67749.90619831585	298.701983995133	278.892012187601	3:23
87.0%	4350000	-399206.7331468107	68203.62215660408	300.7023684165407	278.892012187601	3:08
88.0%	4400000	-398733.3131830364	68083.2844322148	300.17181244913735	278.892012187601	2:54
89.0%	4450000	-399245.68883561273	67652.91502278546	298.27436042800736	278.892012187601	2:39
90.0%	4500000	-395596.39467119845	68453.18971018058	301.8026846764024	278.892012187601	2:25
91.0%	4550000	-397051.8932086141	68254.5677902797	300.9269821866359	278.892012187601	2:10
92.0%	4600000	-392232.457235327	68084.07431283242	300.1752949470601	278.892012187601	1:56
93.0%	4650000	-399048.14394183503	68019.87438934213	299.89224445156935	278.892012187601	1:41
94.0%	4700000	-389294.5676432671	68441.73962951064	301.7522025133275	278.892012187601	1:27
95.0%	4750000	-375162.9427371046	68850.96469471544	303.55643141542225	278.892012187601	1:12
96.0%	4800000	-397913.52437980915	67218.13225404004	296.35745038460453	278.892012187601	0:58
97.0%	4850000	-398433.4504197417	67602.67111324384	298.0528404834657	278.892012187601	0:43
98.0%	4900000	-399009.35594158573	68183.7562933808	300.61478198149536	278.892012187601	0:29
99.0%	4950000	-385400.27929454995	68426.7941313024	301.6863094336599	278.892012187601	0:14
100.0%	5000000	-397686.5784693889	67814.66807852472	298.98751209681063	278.892012187601	0:00
101.0%	5050000	-386516.026081783	68996.31567996087	304.1972681354226	278.892012187601	23:59:46
102.0%	5100000	-396115.65769078303	68116.01769284485	300.31612984293866	278.892012187601	23:59:31
