#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Time Remaining"
24.0%	1200000	-516869.3505463884	85998.94631124519	300.49376264624556	353.6738028366689	21:15
25.0%	1250000	-516143.5374431149	85343.322947014	298.20291211787276	353.6738028366689	20:58
26.0%	1300000	-517550.069212334	86147.76254253752	301.0137498228561	353.6738028366689	20:41
27.0%	1350000	-516998.31668459857	86286.91992918102	301.49998748629423	353.6738028366689	20:24
28.0%	1400000	-515095.98536500405	86328.91846790329	301.64673694623093	353.6738028366689	20:07
29.0%	1450000	-516114.7683835784	85560.52719076378	298.9618577011231	353.6738028366689	19:51
30.0%	1500000	-515842.498005738	85472.2527805329	298.6534131118179	353.6738028366689	19:34
31.0%	1550000	-516679.98678802745	85874.80225441643	300.05998390421735	353.6738028366689	19:17
32.0%	1600000	-515689.24816529383	86355.22885865063	301.7386695646115	353.6738028366689	19:00
33.0%	1650000	-518383.7247791495	86760.60958211643	303.15513318566127	353.6738028366689	18:44
34.0%	1700000	-516988.48075790005	86667.35116227726	302.82927368763336	353.6738028366689	18:27
35.0%	1750000	-517477.96456359955	86378.96536726604	301.8216086364475	353.6738028366689	18:10
36.0%	1800000	-516923.28477912676	85601.80090587428	299.10607451404843	353.6738028366689	17:53
37.0%	1850000	-516692.7580559426	85890.95969481715	300.11644052687376	353.6738028366689	17:36
38.0%	1900000	-515804.7233456769	85730.23267265594	299.5548351849507	353.6738028366689	17:20
39.0%	1950000	-517713.0501782829	85597.45748872966	299.0908979355377	353.6738028366689	17:03
40.0%	2000000	-515803.293995871	86624.1113712748	302.6781870981844	353.6738028366689	16:46
41.0%	2050000	-518308.1221334699	85736.61291408841	299.5771287459404	353.6738028366689	16:29
42.0%	2100000	-516551.8788502815	85563.81444688827	298.9733438879195	353.6738028366689	16:13
43.0%	2150000	-516570.64862428186	85387.89419735078	298.35865103438306	353.6738028366689	15:56
44.0%	2200000	-516817.64985356224	86106.57839403964	300.8698459696772	353.6738028366689	15:39
45.0%	2250000	-516283.4447900001	86313.85734257568	301.59411101982715	353.6738028366689	15:22
46.0%	2300000	-516233.8598966934	86404.91917695008	301.9122953048485	353.6738028366689	15:05
47.0%	2350000	-516302.53414050536	86331.93305735364	301.6572703930419	353.6738028366689	14:49
48.0%	2400000	-516604.71348718344	86329.74160420171	301.6496131131387	353.6738028366689	14:32
49.0%	2450000	-516370.25545391697	85580.51545385366	299.03169981712887	353.6738028366689	14:15
50.0%	2500000	-515863.95981794386	85530.18214724159	298.85582737520906	353.6738028366689	13:58
51.0%	2550000	-516732.2410374584	85591.38929069985	299.0696947029788	353.6738028366689	13:42
52.0%	2600000	-517077.528210561	85069.50176056084	297.2461380858773	353.6738028366689	13:25
53.0%	2650000	-515678.0338418039	85987.94935785646	300.4553375719491	353.6738028366689	13:08
54.0%	2700000	-516229.0702263464	85835.88714950242	299.9240084440406	353.6738028366689	12:51
55.0%	2750000	-515728.80568065774	85509.13834704427	298.78229704753755	353.6738028366689	12:35
56.0%	2800000	-516115.4981071218	86375.16317257528	301.80832317380003	353.6738028366689	12:18
57.0%	2850000	-517435.56072967127	85932.85934486079	300.262844454308	353.6738028366689	12:02
58.0%	2900000	-516570.3843719433	85800.46288717327	299.8002305335796	353.6738028366689	11:45
59.0%	2950000	-516537.8693333552	85755.02811091462	299.641474322503	353.6738028366689	11:29
60.0%	3000000	-516339.3526523488	85321.89752248609	298.12804833513076	353.6738028366689	11:12
61.0%	3050000	-517189.7814535359	84915.84089705351	296.7092230069451	353.6738028366689	10:55
62.0%	3100000	-518109.1468904237	85985.71086824338	300.44751593929743	353.6738028366689	10:39
63.0%	3150000	-516414.692472117	85613.46358210353	299.14682572802224	353.6738028366689	10:22
64.0%	3200000	-516657.1056920546	86582.94960194948	302.53436144133303	353.6738028366689	10:05
65.0%	3250000	-516256.3002599189	85820.12047739142	299.8689172268774	353.6738028366689	9:48
66.0%	3300000	-517632.17922993144	85265.23732647253	297.9300687525581	353.6738028366689	9:31
67.0%	3350000	-516504.00315050106	85815.90516139835	299.8541882538163	353.6738028366689	9:14
68.0%	3400000	-517718.27443854767	86883.85499254396	303.585771916678	353.6738028366689	8:58
69.0%	3450000	-516984.2723455427	86224.80349401104	301.282942951134	353.6738028366689	8:41
70.0%	3500000	-517801.49006384914	86529.75424231988	302.34848853874456	353.6738028366689	8:25
71.0%	3550000	-517145.8792923307	86949.34122293658	303.81459104314706	353.6738028366689	8:08
72.0%	3600000	-518108.2011610633	86038.83038283724	300.63312382747415	353.6738028366689	7:52
73.0%	3650000	-516530.74130830844	86101.32289457083	300.85148243293975	353.6738028366689	7:35
74.0%	3700000	-516498.49824566743	85987.93334752771	300.4552816293575	353.6738028366689	7:19
75.0%	3750000	-515304.6550864817	85486.80992871903	298.70427806330247	353.6738028366689	7:02
76.0%	3800000	-516560.88066158164	85776.95992574675	299.71810751213206	353.6738028366689	6:46
77.0%	3850000	-517322.40751925367	85867.59832146182	300.0348122362814	353.6738028366689	6:29
78.0%	3900000	-515854.5167076092	84969.56310423948	296.8969367972577	353.6738028366689	6:12
79.0%	3950000	-516779.5021488196	86264.25487807381	301.4207922544931	353.6738028366689	5:55
80.0%	4000000	-517424.7513590136	85642.47136775235	299.2481834658729	353.6738028366689	5:38
81.0%	4050000	-517364.3414444621	85775.83413158591	299.71417381133847	353.6738028366689	5:21
82.0%	4100000	-517999.1512412282	86782.16901324264	303.230465208407	353.6738028366689	5:04
83.0%	4150000	-517780.7308794856	85185.00004101098	297.64970713364244	353.6738028366689	4:47
84.0%	4200000	-516879.62212245096	85450.79110052464	298.5784226467597	353.6738028366689	4:31
85.0%	4250000	-516699.30658473773	86208.73219209095	301.2267873097949	353.6738028366689	4:14
86.0%	4300000	-516152.71333826124	86118.47647337017	300.9114197188876	353.6738028366689	3:57
87.0%	4350000	-516983.71866074903	85645.74573217664	299.2596246070535	353.6738028366689	3:40
88.0%	4400000	-517438.9400228923	86463.9642011121	302.11860784979257	353.6738028366689	3:23
89.0%	4450000	-516098.6381775618	86308.34834916913	301.57486173564246	353.6738028366689	3:06
90.0%	4500000	-517026.09226408857	85731.08374769083	299.5578089741714	353.6738028366689	2:49
91.0%	4550000	-516736.5486323356	86227.63141227992	301.2928241396545	353.6738028366689	2:32
92.0%	4600000	-517489.89842501865	85715.88573525455	299.50470474281025	353.6738028366689	2:15
93.0%	4650000	-516213.63837994053	85094.26180591795	297.33265355509855	353.6738028366689	1:58
94.0%	4700000	-517745.3069387623	85897.96151019145	300.14090596438695	353.6738028366689	1:41
95.0%	4750000	-517650.54932032386	85781.82875350754	299.7351199574732	353.6738028366689	1:24
96.0%	4800000	-517282.8870961438	86069.37908430373	300.7398657660834	353.6738028366689	1:07
97.0%	4850000	-517603.74271357455	85798.06277030634	299.79184415003573	353.6738028366689	0:50
98.0%	4900000	-517684.78661837033	85778.60458253905	299.7238542000739	353.6738028366689	0:33
99.0%	4950000	-517088.007088142	86374.96539196713	301.80763209743606	353.6738028366689	0:16
100.0%	5000000	-517486.9883751662	86281.41047881977	301.48073660543844	353.6738028366689	0:00
101.0%	5050000	-517291.42381240986	86066.83452926378	300.730974692983	353.6738028366689	23:59:44
102.0%	5100000	-516973.9898971997	85820.4594463372	299.87010163736505	353.6738028366689	23:59:27
