#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Time Remaining"
72.0%	3600000	-538126.5467310625	90497.4805894567	299.72449340972184	370.9038497328168	7:39
73.0%	3650000	-539840.1306879197	91240.82918425843	302.186437980472	370.9038497328168	7:22
74.0%	3700000	-540322.0699748693	90622.28793070622	300.13785096272966	370.9038497328168	7:06
75.0%	3750000	-540586.0145771047	90971.53350012196	301.2945400847572	370.9038497328168	6:50
76.0%	3800000	-540985.2647265948	89916.2702508289	297.79954507773476	370.9038497328168	6:33
77.0%	3850000	-539439.3645555577	91052.21740891678	301.56176237130404	370.9038497328168	6:17
78.0%	3900000	-539836.6938479962	90981.14449540795	301.3263713653022	370.9038497328168	6:00
79.0%	3950000	-541255.1924388311	91047.27803148849	301.5454033258609	370.9038497328168	5:44
80.0%	4000000	-540123.0003289629	90136.23690407543	298.5280669468732	370.9038497328168	5:28
81.0%	4050000	-540779.6635086397	89890.34787003242	297.71369105835663	370.9038497328168	5:11
82.0%	4100000	-539840.2773024526	90016.68003014025	298.1320987581406	370.9038497328168	4:55
83.0%	4150000	-539225.5579157374	89601.73553261453	296.7578170819661	370.9038497328168	4:38
84.0%	4200000	-538847.3367389964	89896.8334238569	297.73517098599507	370.9038497328168	4:22
85.0%	4250000	-539050.0814436604	90768.51752810233	300.6221582795254	370.9038497328168	4:06
86.0%	4300000	-539752.3647954555	90519.9106201001	299.7987808874281	370.9038497328168	3:49
87.0%	4350000	-539173.2368483748	90444.27866123625	299.54829048251963	370.9038497328168	3:33
88.0%	4400000	-538700.3000021984	90371.28799549102	299.3065479481238	370.9038497328168	3:16
89.0%	4450000	-540105.854932172	91056.54733076335	301.5761029211571	370.9038497328168	3:00
90.0%	4500000	-540799.5390289137	90802.44082487981	300.73451105305224	370.9038497328168	2:44
91.0%	4550000	-539720.2169712367	90857.50930909738	300.916895948493	370.9038497328168	2:27
92.0%	4600000	-540008.7175729612	91156.18771380492	301.9061083880028	370.9038497328168	2:11
93.0%	4650000	-538396.3721334452	90303.59413516376	299.0823482481832	370.9038497328168	1:54
94.0%	4700000	-540350.7534035521	90629.12957647198	300.16051025443454	370.9038497328168	1:38
95.0%	4750000	-541522.098624456	90157.97101956373	298.60004957790346	370.9038497328168	1:22
96.0%	4800000	-538943.1842134574	90500.5747938389	299.73474130651323	370.9038497328168	1:05
97.0%	4850000	-539855.1942089177	90920.06945156999	301.1240929542892	370.9038497328168	0:49
98.0%	4900000	-538561.0038226466	91289.85020444135	302.3487938863497	370.9038497328168	0:32
99.0%	4950000	-539654.9260738643	90579.00351231884	299.9944944815416	370.9038497328168	0:16
100.0%	5000000	-539040.7685286968	90713.14104573778	300.43875330498446	370.9038497328168	0:00
101.0%	5050000	-539307.2671463671	90835.85310905994	300.84517137071333	370.9038497328168	23:59:44
102.0%	5100000	-539946.2792986345	89832.9832164065	297.52370133007184	370.9038497328168	23:59:28
