#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Time Remaining"
42.0%	2100000	-445247.32050082437	74011.31310612388	296.9844502411535	307.0343069165624	14:42
43.0%	2150000	-445757.7208116201	74331.12046545887	298.26773800905175	307.0343069165624	14:27
44.0%	2200000	-445570.51319022966	74763.79767756064	300.0039374976849	307.0343069165624	14:12
45.0%	2250000	-444391.64733758685	74267.63304197554	298.0129826646439	307.0343069165624	13:58
46.0%	2300000	-444081.9680119348	74181.64476314548	297.667938364742	307.0343069165624	13:43
47.0%	2350000	-445304.52444653166	74239.94939038553	297.9018967548948	307.0343069165624	13:27
48.0%	2400000	-445383.7111767053	73776.56153865201	296.0424649921022	307.0343069165624	13:12
49.0%	2450000	-444700.8322520689	75112.53353036419	301.40330633979335	307.0343069165624	12:57
50.0%	2500000	-445175.7987469975	74615.22923135766	299.40777839082637	307.0343069165624	12:42
51.0%	2550000	-444475.0536721498	74816.13184378948	300.2139382791062	307.0343069165624	12:27
52.0%	2600000	-446321.6154194155	74724.06554613689	299.84450477432716	307.0343069165624	12:11
53.0%	2650000	-444932.8342916367	75759.11101281489	303.99782128764446	307.0343069165624	11:56
54.0%	2700000	-444814.6623474411	74805.56374283994	300.1715317669275	307.0343069165624	11:40
55.0%	2750000	-445959.3756674866	74246.23944818934	297.92713680645517	307.0343069165624	11:25
56.0%	2800000	-445229.36701200204	74472.23299633934	298.83397883963374	307.0343069165624	11:10
57.0%	2850000	-445531.1452180459	74303.558342793	298.1571397571917	307.0343069165624	10:54
58.0%	2900000	-444591.245014661	75688.8596440359	303.71592432811343	307.0343069165624	10:39
59.0%	2950000	-444977.7981163815	74977.00452584068	300.8594704691551	307.0343069165624	10:24
60.0%	3000000	-444028.7303438212	74701.49490722004	299.7539357990044	307.0343069165624	10:08
61.0%	3050000	-444151.6119742857	74297.51141644764	298.1328753167845	307.0343069165624	9:53
62.0%	3100000	-445415.4170251582	74962.74210244627	300.802239786532	307.0343069165624	9:38
63.0%	3150000	-445854.6740530259	75121.96467397024	301.4411505946976	307.0343069165624	9:23
64.0%	3200000	-445148.21970792813	75251.2819697334	301.96006080419255	307.0343069165624	9:08
65.0%	3250000	-445538.314096302	74585.79572089265	299.2896708400039	307.0343069165624	8:52
66.0%	3300000	-446095.66517007165	75368.56271882278	302.4306720841497	307.0343069165624	8:37
67.0%	3350000	-444966.1507244457	74719.02002079769	299.82425864564556	307.0343069165624	8:22
68.0%	3400000	-444309.7463266214	75220.40695648415	301.83616894967474	307.0343069165624	8:06
69.0%	3450000	-444983.4387877376	74743.85587960672	299.92391724600157	307.0343069165624	7:51
70.0%	3500000	-444367.63969647675	74717.00492794119	299.81617270284767	307.0343069165624	7:36
71.0%	3550000	-446156.1415681585	75095.39722044728	301.33454364168347	307.0343069165624	7:21
72.0%	3600000	-444661.08116774913	73894.5489673869	296.51591195835124	307.0343069165624	7:05
73.0%	3650000	-444839.1726681553	74395.50253434885	298.5260832880669	307.0343069165624	6:50
74.0%	3700000	-446144.8473694052	75239.9126156615	301.91443911168454	307.0343069165624	6:35
75.0%	3750000	-445299.7186233648	75383.73433437815	302.4915510729946	307.0343069165624	6:20
76.0%	3800000	-444605.50162370875	74771.94275191399	300.0366211554594	307.0343069165624	6:04
77.0%	3850000	-444403.9876240473	74171.2954564351	297.62640980600185	307.0343069165624	5:49
78.0%	3900000	-444251.4891081264	74986.29560068119	300.89675267153547	307.0343069165624	5:34
79.0%	3950000	-444898.2305878282	75169.18377709031	301.6306262139301	307.0343069165624	5:19
80.0%	4000000	-444189.4384978602	75330.61748329061	302.27840961992837	307.0343069165624	5:03
81.0%	4050000	-445022.63352889614	74188.19520742461	297.6942232664878	307.0343069165624	4:48
82.0%	4100000	-444198.4019839759	74935.59496876536	300.69330675678987	307.0343069165624	4:33
83.0%	4150000	-445226.45199983707	74408.36030485219	298.5776775341896	307.0343069165624	4:18
84.0%	4200000	-444610.73163598776	74637.870817141	299.4986320539253	307.0343069165624	4:02
85.0%	4250000	-445194.25626398996	74836.31609101317	300.294931404531	307.0343069165624	3:47
86.0%	4300000	-445911.5429095684	74542.2420968023	299.1149036515346	307.0343069165624	3:32
87.0%	4350000	-444892.4531744744	75181.42916651953	301.6797631646881	307.0343069165624	3:17
88.0%	4400000	-444355.5828607676	74458.2552415329	298.77789044378477	307.0343069165624	3:02
89.0%	4450000	-445103.7618219743	74601.52813579631	299.3528001427421	307.0343069165624	2:46
90.0%	4500000	-445704.04486014857	75111.7204781941	301.4000438135441	307.0343069165624	2:31
91.0%	4550000	-444274.79136855085	75025.23578231635	301.05300754595754	307.0343069165624	2:16
92.0%	4600000	-445021.31149268104	74926.7835864442	300.6579494117477	307.0343069165624	2:01
93.0%	4650000	-442581.5321786653	74838.00878398688	300.3017236565682	307.0343069165624	1:46
94.0%	4700000	-443142.3969242517	75143.40962684249	301.52720254097346	307.0343069165624	1:31
95.0%	4750000	-443647.69478794374	74677.38673552516	299.657197181398	307.0343069165624	1:15
96.0%	4800000	-445608.23636218254	75298.99602958886	302.15152253132914	307.0343069165624	1:00
97.0%	4850000	-444225.50304533564	73820.95868135605	296.220616959212	307.0343069165624	0:45
98.0%	4900000	-444302.51038412564	75421.86290536144	302.64454920553294	307.0343069165624	0:30
99.0%	4950000	-444263.43387754424	75075.64435183951	301.25528150488344	307.0343069165624	0:15
100.0%	5000000	-444961.97108117794	75684.64559279961	303.6990146471853	307.0343069165624	0:00
101.0%	5050000	-445393.11967716273	74878.69274796845	300.4649757888385	307.0343069165624	23:59:45
102.0%	5100000	-445133.1691260014	74575.47975376237	299.24827606266086	307.0343069165624	23:59:30
